"customer_id","customer_name","gender","age","email","phone","occupation","annual_income","customer_since","customer_status","account_no","account_name","balance","account_status","nominee_registered","opening_date","branch_name","branch_city","branch_state","address_type","city","state","pincode"
99,"Komal Jain","F",22,"komal.jain99@gmail.com","9170815047","Student",4020206.00,"2018-11-28","Active",100100000098,"Savings Account",84076.00,"Active",True,"2024-01-12","SBI Noida Branch 32","Noida","Uttar Pradesh","Permanent","Delhi","Delhi","618132"
100,"Pooja Mishra","F",67,"pooja.mishra100@gmail.com","9764641963","Civil Engineer",2635496.00,"2018-11-14","Inactive",100100000099,"Savings Account",405981.00,"Active",True,"2017-02-22","SBI Noida Branch 28","Noida","Uttar Pradesh","Permanent","Hyderabad","Telangana","594850"
101,"Rohit Yadav","M",32,"rohit.yadav101@outlook.com","9050520377","Student",821560.00,"2023-10-20","Inactive",100100000100,"Senior Citizen Savings Account",351721.00,"Closed",False,"2021-04-08","SBI Bengaluru Branch 38","Bengaluru","Karnataka","Permanent","Mumbai","Maharashtra","120775"
102,"Asha Sinha","F",29,"asha.sinha102@outlook.com","9886329513","Lawyer",4965933.00,"2023-05-11","Blocked",100100000101,"Student Account",100103.00,"Dormant",False,"2019-08-18","SBI Bengaluru Branch 50","Bengaluru","Karnataka","Permanent","Hyderabad","Telangana","154882"
103,"Vikas Nair","M",33,"vikas.nair103@yahoo.com","9870531930","Designer",4727965.00,"2020-11-09","Blocked",100100000102,"Senior Citizen Savings Account",180603.00,"Active",True,"2026-04-07","SBI Gurugram Branch 36","Gurugram","Haryana","Permanent","Chennai","Tamil Nadu","337499"
104,"Harsh Pandey","M",31,"harsh.pandey104@gmail.com","9673607226","Accountant",1068410.00,"2017-05-07","Active",100100000103,"Student Account",231213.00,"Dormant",False,"2016-07-21","SBI Bhopal Branch 35","Bhopal","Madhya Pradesh","Permanent","Mumbai","Maharashtra","718176"
105,"Mohit Agarwal","M",22,"mohit.agarwal105@outlook.com","9283320752","Doctor",1406676.00,"2020-02-20","Active",100100000104,"Savings Account",71465.00,"Active",True,"2023-12-13","SBI Kolkata Branch 42","Kolkata","West Bengal","Permanent","Chennai","Tamil Nadu","443288"
106,"Arjun Nair","M",62,"arjun.nair106@gmail.com","9662104177","Software Engineer",3530031.00,"2025-01-26","Inactive",100100000105,"Fixed Deposit Account",565427.00,"Active",True,"2016-06-03","SBI Gurugram Branch 33","Gurugram","Haryana","Permanent","Mumbai","Maharashtra","173447"
107,"Nitin Chauhan","M",24,"nitin.chauhan107@outlook.com","9806350368","Doctor",3381577.00,"2020-08-15","Active",100100000106,"Current Account",158458.00,"Active",True,"2017-06-09","SBI Lucknow Branch 12","Lucknow","Uttar Pradesh","Permanent","Delhi","Delhi","252081"
108,"Sakshi Chauhan","F",49,"sakshi.chauhan108@gmail.com","9832963100","Doctor",2737117.00,"2023-07-12","Blocked",100100000107,"NRI Savings Account",2261.00,"Active",True,"2020-09-15","SBI Delhi Branch 14","Delhi","Delhi","Permanent","Hyderabad","Telangana","235912"
109,"Kavita Jain","F",62,"kavita.jain109@yahoo.com","9579441287","Designer",2041578.00,"2016-12-16","Active",100100000108,"Recurring Deposit Account",305607.00,"Active",True,"2017-01-04","SBI Ahmedabad Branch 24","Ahmedabad","Gujarat","Permanent","Pune","Maharashtra","626199"
110,"Rajesh Gupta","M",65,"rajesh.gupta110@outlook.com","9243750854","Software Engineer",4236483.00,"2022-02-03","Inactive",100100000109,"Student Account",316057.00,"Active",True,"2016-10-18","SBI Pune Branch 43","Pune","Maharashtra","Permanent","Jaipur","Rajasthan","139495"
111,"Shreya Singh","F",21,"shreya.singh111@yahoo.com","9266658013","Bank Manager",4897785.00,"2016-05-21","Inactive",100100000110,"Recurring Deposit Account",103339.00,"Active",True,"2017-03-26","SBI Noida Branch 2","Noida","Uttar Pradesh","Permanent","Hyderabad","Telangana","412414"
112,"Mohit Mishra","M",50,"mohit.mishra112@gmail.com","9133915090","Software Engineer",558554.00,"2021-04-03","Inactive",100100000111,"Salary Account",27558.00,"Active",True,"2025-10-27","SBI Surat Branch 30","Surat","Gujarat","Permanent","Jaipur","Rajasthan","355689"
113,"Manish Yadav","M",24,"manish.yadav113@outlook.com","9707053798","Bank Manager",4686497.00,"2018-12-01","Active",100100000112,"Senior Citizen Savings Account",256897.00,"Frozen",False,"2022-05-25","SBI Surat Branch 4","Surat","Gujarat","Permanent","Jaipur","Rajasthan","463485"
114,"Harsh Reddy","M",34,"harsh.reddy114@yahoo.com","9986226193","Doctor",4847775.00,"2018-05-22","Active",100100000113,"Fixed Deposit Account",846595.00,"Active",False,"2026-02-19","SBI Surat Branch 3","Surat","Gujarat","Permanent","Bengaluru","Karnataka","745182"
115,"Nidhi Agarwal","F",42,"nidhi.agarwal115@gmail.com","9960073382","Teacher",1832480.00,"2018-04-01","Inactive",100100000114,"Current Account",821622.00,"Active",True,"2024-04-07","SBI Noida Branch 28","Noida","Uttar Pradesh","Permanent","Jaipur","Rajasthan","496423"
116,"Riya Sinha","F",40,"riya.sinha116@yahoo.com","9648715007","Software Engineer",568202.00,"2015-11-09","Active",100100000115,"Salary Account",196548.00,"Active",True,"2023-04-02","SBI Noida Branch 47","Noida","Uttar Pradesh","Permanent","Pune","Maharashtra","674155"
117,"Priya Patel","F",40,"priya.patel117@yahoo.com","9110154745","Farmer",3059069.00,"2015-08-13","Active",100100000116,"NRI Savings Account",241627.00,"Active",True,"2020-05-01","SBI Chennai Branch 40","Chennai","Tamil Nadu","Permanent","Chennai","Tamil Nadu","566187"
118,"Sneha Singh","F",36,"sneha.singh118@gmail.com","9680692166","Doctor",3972272.00,"2019-02-03","Blocked",100100000117,"Savings Account",324754.00,"Active",True,"2019-02-10","SBI Bengaluru Branch 15","Bengaluru","Karnataka","Permanent","Jaipur","Rajasthan","355867"
119,"Meena Yadav","F",65,"meena.yadav119@yahoo.com","9185922766","Bank Manager",2248120.00,"2021-07-17","Active",100100000118,"Salary Account",218923.00,"Active",False,"2020-05-11","SBI Pune Branch 11","Pune","Maharashtra","Permanent","Bengaluru","Karnataka","733052"
120,"Nidhi Agarwal","F",68,"nidhi.agarwal120@yahoo.com","9880334562","Nurse",433469.00,"2016-04-02","Active",100100000119,"Savings Account",63030.00,"Frozen",True,"2017-12-24","SBI Kolkata Branch 42","Kolkata","West Bengal","Permanent","Bengaluru","Karnataka","150583"
121,"Manish Agarwal","M",23,"manish.agarwal121@yahoo.com","9135789488","Civil Engineer",3187291.00,"2020-01-13","Blocked",100100000120,"Savings Account",403512.00,"Frozen",True,"2026-11-28","SBI Indore Branch 27","Indore","Madhya Pradesh","Permanent","Chennai","Tamil Nadu","797062"
122,"Ritu Pandey","F",57,"ritu.pandey122@outlook.com","9958802525","Nurse",427217.00,"2018-02-27","Active",100100000121,"Student Account",416983.00,"Active",False,"2025-12-19","SBI Lucknow Branch 19","Lucknow","Uttar Pradesh","Permanent","Lucknow","Uttar Pradesh","155037"
123,"Neha Patel","F",34,"neha.patel123@yahoo.com","9478161599","Doctor",4454143.00,"2022-08-25","Active",100100000122,"Senior Citizen Savings Account",219634.00,"Frozen",True,"2024-08-05","SBI Surat Branch 29","Surat","Gujarat","Permanent","Delhi","Delhi","254907"
124,"Asha Sinha","F",61,"asha.sinha124@gmail.com","9393281253","Data Analyst",2729037.00,"2024-04-07","Inactive",100100000123,"Student Account",280239.00,"Active",True,"2017-10-05","SBI Lucknow Branch 12","Lucknow","Uttar Pradesh","Permanent","Bengaluru","Karnataka","154417"
125,"Vivek Kumar","M",59,"vivek.kumar125@outlook.com","9923734149","Nurse",4453137.00,"2017-03-24","Active",100100000124,"Salary Account",366487.00,"Active",True,"2019-03-24","SBI Bhopal Branch 39","Bhopal","Madhya Pradesh","Permanent","Chennai","Tamil Nadu","486435"
126,"Rahul Kumar","M",48,"rahul.kumar126@yahoo.com","9542928251","Nurse",3719283.00,"2024-01-15","Blocked",100100000125,"Current Account",778681.00,"Active",False,"2018-07-01","SBI Chennai Branch 40","Chennai","Tamil Nadu","Permanent","Delhi","Delhi","148457"
127,"Anjali Verma","F",34,"anjali.verma127@outlook.com","9692983368","Doctor",3726248.00,"2023-11-17","Inactive",100100000126,"Salary Account",412302.00,"Dormant",True,"2023-02-14","SBI Ahmedabad Branch 24","Ahmedabad","Gujarat","Permanent","Hyderabad","Telangana","268265"
128,"Riya Mishra","F",22,"riya.mishra128@outlook.com","9598657663","Nurse",3647622.00,"2017-02-17","Active",100100000127,"Current Account",1862956.00,"Frozen",True,"2016-07-05","SBI Lucknow Branch 19","Lucknow","Uttar Pradesh","Permanent","Mumbai","Maharashtra","250390"
129,"Priya Gupta","F",29,"priya.gupta129@gmail.com","9029146267","Student",420051.00,"2015-07-23","Inactive",100100000128,"NRI Savings Account",323716.00,"Frozen",True,"2024-09-07","SBI Noida Branch 47","Noida","Uttar Pradesh","Permanent","Chennai","Tamil Nadu","541569"
130,"Pooja Pandey","F",51,"pooja.pandey130@yahoo.com","9335462266","Business Owner",2403577.00,"2015-05-11","Active",100100000129,"Salary Account",376102.00,"Active",False,"2023-12-12","SBI Noida Branch 47","Noida","Uttar Pradesh","Permanent","Hyderabad","Telangana","140374"
131,"Divya Yadav","F",24,"divya.yadav131@yahoo.com","9534054105","Lawyer",3634540.00,"2018-04-20","Active",100100000130,"Student Account",184574.00,"Active",False,"2022-02-09","SBI Bhopal Branch 37","Bhopal","Madhya Pradesh","Permanent","Bengaluru","Karnataka","157223"
132,"Karan Chauhan","M",27,"karan.chauhan132@outlook.com","9002706435","Business Owner",1634008.00,"2018-05-17","Blocked",100100000131,"Recurring Deposit Account",294102.00,"Active",True,"2026-10-13","SBI Surat Branch 44","Surat","Gujarat","Permanent","Delhi","Delhi","297944"
133,"Priya Patel","F",35,"priya.patel133@gmail.com","9667209569","Data Analyst",2896047.00,"2017-05-14","Active",100100000132,"NRI Savings Account",313241.00,"Active",True,"2024-03-06","SBI Nagpur Branch 34","Nagpur","Maharashtra","Permanent","Lucknow","Uttar Pradesh","748207"
134,"Nitin Sharma","M",49,"nitin.sharma134@yahoo.com","9779377207","Sales Executive",4747103.00,"2020-04-15","Inactive",100100000133,"Savings Account",379450.00,"Active",False,"2016-04-05","SBI Bengaluru Branch 50","Bengaluru","Karnataka","Permanent","Bengaluru","Karnataka","432142"
135,"Shreya Chauhan","F",23,"shreya.chauhan135@outlook.com","9153056351","Accountant",1872932.00,"2015-10-22","Active",100100000134,"Fixed Deposit Account",744249.00,"Active",True,"2024-01-17","SBI Gurugram Branch 36","Gurugram","Haryana","Permanent","Mumbai","Maharashtra","477648"
136,"Priya Sharma","F",51,"priya.sharma136@outlook.com","9694602531","Farmer",2952913.00,"2024-11-11","Active",100100000135,"Savings Account",317166.00,"Dormant",True,"2016-04-26","SBI Bhopal Branch 37","Bhopal","Madhya Pradesh","Permanent","Pune","Maharashtra","663243"
137,"Priya Pandey","F",39,"priya.pandey137@gmail.com","9324238979","Teacher",3374611.00,"2018-11-12","Active",100100000136,"Fixed Deposit Account",636976.00,"Active",True,"2025-04-06","SBI Bengaluru Branch 50","Bengaluru","Karnataka","Permanent","Chennai","Tamil Nadu","348628"
138,"Sakshi Chauhan","F",26,"sakshi.chauhan138@gmail.com","9569122330","Civil Engineer",4313265.00,"2020-10-10","Active",100100000137,"Fixed Deposit Account",485715.00,"Active",False,"2017-05-05","SBI Pune Branch 8","Pune","Maharashtra","Permanent","Lucknow","Uttar Pradesh","619772"
139,"Neha Pandey","F",23,"neha.pandey139@yahoo.com","9198015796","Bank Manager",1702020.00,"2015-09-21","Active",100100000138,"Savings Account",279240.00,"Active",False,"2017-08-05","SBI Lucknow Branch 19","Lucknow","Uttar Pradesh","Permanent","Mumbai","Maharashtra","489442"
140,"Arjun Sinha","M",27,"arjun.sinha140@yahoo.com","9427553020","Student",3018950.00,"2018-06-12","Active",100100000139,"Savings Account",456544.00,"Active",True,"2026-05-21","SBI Bengaluru Branch 16","Bengaluru","Karnataka","Permanent","Chennai","Tamil Nadu","232347"
141,"Rohit Patel","M",28,"rohit.patel141@gmail.com","9612876582","Designer",3613489.00,"2020-05-07","Active",100100000140,"Savings Account",326856.00,"Dormant",True,"2017-05-13","SBI Chennai Branch 21","Chennai","Tamil Nadu","Permanent","Chennai","Tamil Nadu","470909"
142,"Rahul Sinha","M",31,"rahul.sinha142@gmail.com","9501709758","Sales Executive",2555898.00,"2019-09-15","Active",100100000141,"Salary Account",39721.00,"Active",True,"2016-11-10","SBI Pune Branch 43","Pune","Maharashtra","Permanent","Hyderabad","Telangana","473969"
143,"Rohit Mishra","M",50,"rohit.mishra143@outlook.com","9267880895","Software Engineer",2090253.00,"2017-12-24","Active",100100000142,"Student Account",83822.00,"Frozen",True,"2020-04-04","SBI Bhopal Branch 37","Bhopal","Madhya Pradesh","Permanent","Jaipur","Rajasthan","214483"
144,"Rahul Mishra","M",33,"rahul.mishra144@gmail.com","9214139039","Designer",4264398.00,"2024-01-18","Active",100100000143,"NRI Savings Account",291093.00,"Active",False,"2022-12-12","SBI Surat Branch 6","Surat","Gujarat","Permanent","Jaipur","Rajasthan","387041"
145,"Nidhi Nair","F",52,"nidhi.nair145@gmail.com","9440227736","Designer",3955594.00,"2022-11-13","Active",100100000144,"Senior Citizen Savings Account",124817.00,"Active",False,"2026-01-23","SBI Noida Branch 2","Noida","Uttar Pradesh","Permanent","Jaipur","Rajasthan","483395"
146,"Manish Agarwal","M",64,"manish.agarwal146@yahoo.com","9608034214","Bank Manager",3312212.00,"2022-07-05","Active",100100000145,"NRI Savings Account",369278.00,"Active",True,"2016-06-16","SBI Bengaluru Branch 7","Bengaluru","Karnataka","Permanent","Lucknow","Uttar Pradesh","402376"
147,"Nitin Jain","M",54,"nitin.jain147@gmail.com","9243142599","Teacher",4739083.00,"2020-08-06","Active",100100000146,"Student Account",458700.00,"Active",True,"2022-02-14","SBI Kochi Branch 46","Kochi","Kerala","Permanent","Bengaluru","Karnataka","467674"
148,"Harsh Sharma","M",59,"harsh.sharma148@outlook.com","9593657983","Student",3876315.00,"2016-05-13","Inactive",100100000147,"NRI Savings Account",87634.00,"Active",True,"2020-06-01","SBI Lucknow Branch 12","Lucknow","Uttar Pradesh","Permanent","Hyderabad","Telangana","138142"
149,"Anjali Mishra","F",54,"anjali.mishra149@gmail.com","9078813029","Teacher",1211066.00,"2023-01-27","Inactive",100100000148,"Student Account",228643.00,"Active",False,"2019-10-02","SBI Bengaluru Branch 7","Bengaluru","Karnataka","Permanent","Bengaluru","Karnataka","337974"
150,"Ankit Verma","M",24,"ankit.verma150@gmail.com","9496898431","Farmer",376164.00,"2017-01-07","Active",100100000149,"Salary Account",74986.00,"Active",False,"2019-12-28","SBI Chennai Branch 40","Chennai","Tamil Nadu","Permanent","Delhi","Delhi","320842"
151,"Pooja Patel","F",57,"pooja.patel151@yahoo.com","9909930699","Farmer",1528041.00,"2017-05-09","Active",100100000150,"Fixed Deposit Account",110230.00,"Active",False,"2022-02-12","SBI Gurugram Branch 49","Gurugram","Haryana","Permanent","Hyderabad","Telangana","419378"
152,"Mohit Mishra","M",54,"mohit.mishra152@gmail.com","9552726742","Farmer",3519372.00,"2015-11-02","Active",100100000151,"Savings Account",369182.00,"Active",True,"2023-04-20","SBI Gurugram Branch 49","Gurugram","Haryana","Permanent","Pune","Maharashtra","144169"
153,"Mohit Sinha","M",46,"mohit.sinha153@outlook.com","9878629571","Designer",4677551.00,"2018-11-27","Inactive",100100000152,"Student Account",402464.00,"Active",True,"2024-08-04","SBI Nagpur Branch 31","Nagpur","Maharashtra","Permanent","Mumbai","Maharashtra","508744"
154,"Vikas Sharma","M",47,"vikas.sharma154@yahoo.com","9134938010","Farmer",2262893.00,"2018-05-09","Inactive",100100000153,"Savings Account",206754.00,"Active",True,"2020-12-18","SBI Noida Branch 32","Noida","Uttar Pradesh","Permanent","Mumbai","Maharashtra","388840"
155,"Manish Pandey","M",43,"manish.pandey155@outlook.com","9558848165","Bank Manager",1417335.00,"2019-04-01","Inactive",100100000154,"Fixed Deposit Account",274612.00,"Dormant",True,"2022-12-10","SBI Pune Branch 11","Pune","Maharashtra","Permanent","Bengaluru","Karnataka","657912"
156,"Shreya Yadav","F",20,"shreya.yadav156@yahoo.com","9048195101","Data Analyst",4387864.00,"2024-12-09","Inactive",100100000155,"Recurring Deposit Account",334913.00,"Active",True,"2018-07-12","SBI Bhubaneswar Branch 22","Bhubaneswar","Odisha","Permanent","Jaipur","Rajasthan","527986"
157,"Meena Mishra","F",33,"meena.mishra157@gmail.com","9018716071","Accountant",2011205.00,"2018-06-01","Active",100100000156,"Savings Account",65040.00,"Active",True,"2023-08-19","SBI Bhubaneswar Branch 22","Bhubaneswar","Odisha","Permanent","Lucknow","Uttar Pradesh","349854"
158,"Suresh Verma","M",35,"suresh.verma158@yahoo.com","9853031802","Bank Manager",577666.00,"2021-08-21","Active",100100000157,"Senior Citizen Savings Account",478384.00,"Active",False,"2017-04-19","SBI Surat Branch 29","Surat","Gujarat","Permanent","Hyderabad","Telangana","498614"
159,"Kavita Singh","F",64,"kavita.singh159@outlook.com","9106379488","Business Owner",2755304.00,"2017-02-13","Active",100100000158,"Savings Account",16366.00,"Active",False,"2025-05-08","SBI Noida Branch 32","Noida","Uttar Pradesh","Permanent","Bengaluru","Karnataka","578394"
160,"Arjun Chauhan","M",63,"arjun.chauhan160@outlook.com","9318710464","Lawyer",4900845.00,"2023-10-05","Active",100100000159,"Salary Account",282533.00,"Active",True,"2021-03-09","SBI Bengaluru Branch 15","Bengaluru","Karnataka","Permanent","Hyderabad","Telangana","153562"
161,"Riya Singh","F",35,"riya.singh161@yahoo.com","9571945279","Business Owner",2818642.00,"2024-04-16","Active",100100000160,"Savings Account",68978.00,"Active",True,"2020-10-11","SBI Pune Branch 1","Pune","Maharashtra","Permanent","Mumbai","Maharashtra","509444"
162,"Asha Reddy","F",42,"asha.reddy162@gmail.com","9637710557","Civil Engineer",2564632.00,"2022-09-03","Inactive",100100000161,"Savings Account",411890.00,"Active",True,"2017-01-22","SBI Pune Branch 1","Pune","Maharashtra","Permanent","Pune","Maharashtra","780213"
163,"Anjali Gupta","F",50,"anjali.gupta163@yahoo.com","9252774857","Lawyer",892386.00,"2018-05-25","Active",100100000162,"Savings Account",427359.00,"Frozen",True,"2018-03-23","SBI Ahmedabad Branch 24","Ahmedabad","Gujarat","Permanent","Mumbai","Maharashtra","262978"
164,"Shreya Sinha","F",37,"shreya.sinha164@yahoo.com","9116317335","Civil Engineer",1490618.00,"2017-03-15","Active",100100000163,"Student Account",459171.00,"Active",True,"2024-04-13","SBI Indore Branch 27","Indore","Madhya Pradesh","Permanent","Jaipur","Rajasthan","245807"
165,"Riya Kumar","F",67,"riya.kumar165@gmail.com","9473077434","Nurse",3071465.00,"2015-02-25","Active",100100000164,"Recurring Deposit Account",261382.00,"Active",True,"2016-02-02","SBI Surat Branch 6","Surat","Gujarat","Permanent","Mumbai","Maharashtra","229585"
166,"Riya Singh","F",38,"riya.singh166@gmail.com","9414219455","Civil Engineer",1179356.00,"2018-02-08","Inactive",100100000165,"Fixed Deposit Account",711030.00,"Active",True,"2019-05-28","SBI Pune Branch 43","Pune","Maharashtra","Permanent","Lucknow","Uttar Pradesh","515196"
167,"Mohit Jain","M",21,"mohit.jain167@yahoo.com","9975337515","Teacher",2664460.00,"2021-04-06","Inactive",100100000166,"Fixed Deposit Account",82899.00,"Active",True,"2023-08-26","SBI Delhi Branch 14","Delhi","Delhi","Permanent","Bengaluru","Karnataka","505816"
168,"Meena Gupta","F",27,"meena.gupta168@yahoo.com","9535266451","Designer",3368902.00,"2017-11-28","Blocked",100100000167,"Senior Citizen Savings Account",248375.00,"Frozen",True,"2023-01-07","SBI Gurugram Branch 33","Gurugram","Haryana","Permanent","Pune","Maharashtra","462622"
169,"Rahul Pandey","M",30,"rahul.pandey169@gmail.com","9665005641","Business Owner",4487698.00,"2015-10-09","Active",100100000168,"Senior Citizen Savings Account",121750.00,"Active",True,"2024-09-16","SBI Hyderabad Branch 41","Hyderabad","Telangana","Permanent","Jaipur","Rajasthan","468437"
170,"Manish Verma","M",22,"manish.verma170@yahoo.com","9264071311","Software Engineer",347915.00,"2015-05-11","Active",100100000169,"Savings Account",76924.00,"Active",True,"2021-02-12","SBI Chennai Branch 40","Chennai","Tamil Nadu","Permanent","Delhi","Delhi","498626"
171,"Vikas Patel","M",32,"vikas.patel171@gmail.com","9349567368","Designer",4337900.00,"2019-08-25","Active",100100000170,"Student Account",219821.00,"Active",True,"2018-02-23","SBI Gurugram Branch 36","Gurugram","Haryana","Permanent","Bengaluru","Karnataka","301166"
172,"Komal Patel","F",58,"komal.patel172@gmail.com","9595945055","Teacher",2947147.00,"2021-02-09","Active",100100000171,"Salary Account",448951.00,"Active",True,"2020-09-17","SBI Kochi Branch 46","Kochi","Kerala","Permanent","Delhi","Delhi","697397"
173,"Shreya Reddy","F",51,"shreya.reddy173@yahoo.com","9701388316","Nurse",2374372.00,"2019-09-16","Inactive",100100000172,"NRI Savings Account",42238.00,"Active",True,"2025-10-19","SBI Hyderabad Branch 41","Hyderabad","Telangana","Permanent","Bengaluru","Karnataka","407988"
174,"Meena Verma","F",47,"meena.verma174@outlook.com","9864857541","Bank Manager",978470.00,"2017-06-12","Active",100100000173,"Savings Account",176377.00,"Active",True,"2020-11-22","SBI Chennai Branch 40","Chennai","Tamil Nadu","Permanent","Hyderabad","Telangana","456303"
175,"Pooja Jain","F",53,"pooja.jain175@gmail.com","9924700323","Doctor",4604498.00,"2020-11-27","Active",100100000174,"Fixed Deposit Account",146884.00,"Active",True,"2018-03-06","SBI Pune Branch 11","Pune","Maharashtra","Permanent","Bengaluru","Karnataka","610394"
176,"Rohit Sharma","M",66,"rohit.sharma176@yahoo.com","9366163570","Doctor",3284193.00,"2017-11-22","Blocked",100100000175,"Savings Account",414850.00,"Active",True,"2020-03-14","SBI Noida Branch 47","Noida","Uttar Pradesh","Permanent","Hyderabad","Telangana","516438"
177,"Riya Verma","F",27,"riya.verma177@outlook.com","9018361339","Farmer",2530462.00,"2025-09-27","Active",100100000176,"Salary Account",60569.00,"Active",True,"2024-01-16","SBI Bhubaneswar Branch 25","Bhubaneswar","Odisha","Permanent","Lucknow","Uttar Pradesh","171042"
178,"Arjun Kumar","M",58,"arjun.kumar178@outlook.com","9925450028","Software Engineer",3870520.00,"2023-08-05","Active",100100000177,"Savings Account",353883.00,"Active",True,"2024-08-20","SBI Lucknow Branch 12","Lucknow","Uttar Pradesh","Permanent","Hyderabad","Telangana","614395"
179,"Ritu Mishra","F",34,"ritu.mishra179@outlook.com","9012652546","Bank Manager",4797225.00,"2020-10-26","Blocked",100100000178,"Savings Account",12440.00,"Active",True,"2020-05-16","SBI Bengaluru Branch 16","Bengaluru","Karnataka","Permanent","Jaipur","Rajasthan","320289"
180,"Divya Mishra","F",43,"divya.mishra180@outlook.com","9176419038","Nurse",2623772.00,"2019-12-13","Active",100100000179,"Current Account",134580.00,"Active",True,"2020-05-02","SBI Chennai Branch 21","Chennai","Tamil Nadu","Permanent","Chennai","Tamil Nadu","262795"
181,"Arjun Singh","M",35,"arjun.singh181@outlook.com","9915412179","Civil Engineer",2742943.00,"2026-09-09","Active",100100000180,"Recurring Deposit Account",319538.00,"Active",True,"2026-06-08","SBI Bhopal Branch 39","Bhopal","Madhya Pradesh","Permanent","Chennai","Tamil Nadu","535871"
182,"Komal Gupta","F",47,"komal.gupta182@outlook.com","9332747830","Sales Executive",1144773.00,"2019-10-08","Active",100100000181,"Savings Account",310336.00,"Active",True,"2016-01-15","SBI Surat Branch 30","Surat","Gujarat","Permanent","Jaipur","Rajasthan","408701"
183,"Neha Nair","F",67,"neha.nair183@yahoo.com","9989276877","Student",1585013.00,"2023-05-11","Inactive",100100000182,"Savings Account",485260.00,"Frozen",False,"2020-05-05","SBI Hyderabad Branch 41","Hyderabad","Telangana","Permanent","Pune","Maharashtra","796559"
184,"Asha Singh","F",50,"asha.singh184@yahoo.com","9666492128","Doctor",4368192.00,"2022-01-16","Active",100100000183,"Savings Account",233937.00,"Active",True,"2021-02-07","SBI Surat Branch 29","Surat","Gujarat","Permanent","Jaipur","Rajasthan","476603"
185,"Rahul Kumar","M",43,"rahul.kumar185@gmail.com","9532489653","Electrician",716993.00,"2022-02-22","Active",100100000184,"Current Account",222566.00,"Frozen",True,"2022-11-28","SBI Surat Branch 4","Surat","Gujarat","Permanent","Lucknow","Uttar Pradesh","355556"
186,"Neha Gupta","F",26,"neha.gupta186@gmail.com","9185785871","Sales Executive",3965692.00,"2024-08-11","Active",100100000185,"Senior Citizen Savings Account",483493.00,"Dormant",False,"2025-02-17","SBI Bhopal Branch 35","Bhopal","Madhya Pradesh","Permanent","Lucknow","Uttar Pradesh","723456"
187,"Karan Chauhan","M",60,"karan.chauhan187@yahoo.com","9795590042","Business Owner",4883809.00,"2024-05-26","Active",100100000186,"Savings Account",71223.00,"Frozen",True,"2020-06-17","SBI Chandigarh Branch 5","Chandigarh","Chandigarh","Permanent","Chennai","Tamil Nadu","589681"
188,"Nitin Jain","M",63,"nitin.jain188@yahoo.com","9301357295","Electrician",3070534.00,"2025-12-14","Blocked",100100000187,"Recurring Deposit Account",51813.00,"Active",False,"2023-02-07","SBI Patna Branch 9","Patna","Bihar","Permanent","Pune","Maharashtra","499936"
189,"Rajesh Pandey","M",49,"rajesh.pandey189@outlook.com","9661643577","Electrician",2794448.00,"2026-09-19","Active",100100000188,"Fixed Deposit Account",900199.00,"Active",True,"2026-10-26","SBI Pune Branch 8","Pune","Maharashtra","Permanent","Pune","Maharashtra","200998"
190,"Divya Kumar","F",46,"divya.kumar190@yahoo.com","9951809657","Doctor",1498023.00,"2015-03-22","Active",100100000189,"Recurring Deposit Account",349244.00,"Frozen",False,"2022-08-13","SBI Noida Branch 47","Noida","Uttar Pradesh","Permanent","Jaipur","Rajasthan","609187"
191,"Asha Sharma","F",65,"asha.sharma191@gmail.com","9163338622","Sales Executive",4143890.00,"2025-01-03","Active",100100000190,"Current Account",489949.00,"Active",True,"2022-04-23","SBI Nagpur Branch 34","Nagpur","Maharashtra","Permanent","Pune","Maharashtra","774005"
192,"Deepak Reddy","M",27,"deepak.reddy192@gmail.com","9607250678","Accountant",4081943.00,"2015-12-25","Inactive",100100000191,"Salary Account",478821.00,"Active",False,"2019-09-25","SBI Bengaluru Branch 38","Bengaluru","Karnataka","Permanent","Pune","Maharashtra","621651"
193,"Vikas Verma","M",36,"vikas.verma193@outlook.com","9233014026","Teacher",821580.00,"2017-03-07","Inactive",100100000192,"Savings Account",370465.00,"Active",False,"2018-09-21","SBI Ahmedabad Branch 24","Ahmedabad","Gujarat","Permanent","Hyderabad","Telangana","596028"
194,"Harsh Agarwal","M",38,"harsh.agarwal194@gmail.com","9897729282","Data Analyst",3327157.00,"2018-05-19","Active",100100000193,"Student Account",93569.00,"Dormant",True,"2024-03-22","SBI Noida Branch 2","Noida","Uttar Pradesh","Permanent","Pune","Maharashtra","393397"
195,"Amit Agarwal","M",21,"amit.agarwal195@gmail.com","9940528357","Business Owner",2612861.00,"2026-10-06","Active",100100000194,"Savings Account",285819.00,"Dormant",False,"2018-06-17","SBI Surat Branch 3","Surat","Gujarat","Permanent","Jaipur","Rajasthan","532054"
196,"Manish Chauhan","M",31,"manish.chauhan196@yahoo.com","9302711820","Electrician",1179358.00,"2017-05-22","Inactive",100100000195,"Fixed Deposit Account",598322.00,"Active",True,"2022-01-23","SBI Pune Branch 11","Pune","Maharashtra","Permanent","Jaipur","Rajasthan","773243"
